Time (DD.MM.YYYY HH:MM:SS);name;CPU usage [%];vCPU [units]
21.05.2024 00:00:00;SRVDB1797;3.84;16.00
21.05.2024 01:00:00;SRVDB1797;1.19;16.00
21.05.2024 02:00:00;SRVDB1797;1.61;16.00
21.05.2024 03:00:00;SRVDB1797;1.05;16.00
21.05.2024 04:00:00;SRVDB1797;1.09;16.00
21.05.2024 05:00:00;SRVDB1797;1.31;16.00
21.05.2024 06:00:00;SRVDB1797;1.46;16.00
21.05.2024 07:00:00;SRVDB1797;1.81;16.00
21.05.2024 08:00:00;SRVDB1797;1.92;16.00
21.05.2024 09:00:00;SRVDB1797;2.38;16.00
21.05.2024 10:00:00;SRVDB1797;5.07;16.00
21.05.2024 11:00:00;SRVDB1797;3.58;16.00
21.05.2024 12:00:00;SRVDB1797;5.40;16.00
21.05.2024 13:00:00;SRVDB1797;3.52;16.00
21.05.2024 14:00:00;SRVDB1797;3.63;16.00
21.05.2024 15:00:00;SRVDB1797;2.71;16.00
21.05.2024 16:00:00;SRVDB1797;2.55;16.00
21.05.2024 17:00:00;SRVDB1797;3.08;16.00
21.05.2024 18:00:00;SRVDB1797;2.62;16.00
21.05.2024 19:00:00;SRVDB1797;2.75;16.00
21.05.2024 20:00:00;SRVDB1797;2.89;16.00
21.05.2024 21:00:00;SRVDB1797;2.27;16.00
21.05.2024 22:00:00;SRVDB1797;6.19;16.00
21.05.2024 23:00:00;SRVDB1797;1.81;16.00
22.05.2024 00:00:00;SRVDB1797;3.27;16.00
22.05.2024 01:00:00;SRVDB1797;1.64;16.00
22.05.2024 02:00:00;SRVDB1797;0.98;16.00
22.05.2024 03:00:00;SRVDB1797;1.06;16.00
22.05.2024 04:00:00;SRVDB1797;0.91;16.00
22.05.2024 05:00:00;SRVDB1797;1.06;16.00
22.05.2024 06:00:00;SRVDB1797;1.12;16.00
22.05.2024 07:00:00;SRVDB1797;1.48;16.00
22.05.2024 08:00:00;SRVDB1797;1.65;16.00
22.05.2024 09:00:00;SRVDB1797;2.03;16.00
22.05.2024 10:00:00;SRVDB1797;3.05;16.00
22.05.2024 11:00:00;SRVDB1797;3.19;16.00
22.05.2024 12:00:00;SRVDB1797;2.72;16.00
22.05.2024 13:00:00;SRVDB1797;2.70;16.00
22.05.2024 14:00:00;SRVDB1797;3.36;16.00
22.05.2024 15:00:00;SRVDB1797;2.82;16.00
22.05.2024 16:00:00;SRVDB1797;3.27;16.00
22.05.2024 17:00:00;SRVDB1797;3.50;16.00
22.05.2024 18:00:00;SRVDB1797;2.74;16.00
22.05.2024 19:00:00;SRVDB1797;2.47;16.00
22.05.2024 20:00:00;SRVDB1797;2.30;16.00
22.05.2024 21:00:00;SRVDB1797;2.74;16.00
22.05.2024 22:00:00;SRVDB1797;5.85;16.00
22.05.2024 23:00:00;SRVDB1797;1.75;16.00
23.05.2024 00:00:00;SRVDB1797;3.82;16.00
23.05.2024 01:00:00;SRVDB1797;1.18;16.00
