Time (DD.MM.YYYY HH:MM:SS);name;CPU usage [%];vCPU [units]
21.01.2024 01:00:00;SRVDB1797;1.02;16.00
21.01.2024 02:00:00;SRVDB1797;0.62;16.00
21.01.2024 03:00:00;SRVDB1797;0.42;16.00
21.01.2024 04:00:00;SRVDB1797;0.72;16.00
21.01.2024 05:00:00;SRVDB1797;0.84;16.00
21.01.2024 06:00:00;SRVDB1797;0.85;16.00
21.01.2024 07:00:00;SRVDB1797;1.22;16.00
21.01.2024 08:00:00;SRVDB1797;4.45;16.00
21.01.2024 09:00:00;SRVDB1797;1.88;16.00
21.01.2024 10:00:00;SRVDB1797;2.77;16.00
21.01.2024 11:00:00;SRVDB1797;3.44;16.00
21.01.2024 12:00:00;SRVDB1797;3.92;16.00
21.01.2024 13:00:00;SRVDB1797;3.79;16.00
21.01.2024 14:00:00;SRVDB1797;3.51;16.00
21.01.2024 15:00:00;SRVDB1797;3.94;16.00
21.01.2024 16:00:00;SRVDB1797;4.38;16.00
21.01.2024 17:00:00;SRVDB1797;3.91;16.00
21.01.2024 18:00:00;SRVDB1797;3.36;16.00
21.01.2024 19:00:00;SRVDB1797;3.14;16.00
21.01.2024 20:00:00;SRVDB1797;2.98;16.00
21.01.2024 21:00:00;SRVDB1797;2.59;16.00
21.01.2024 22:00:00;SRVDB1797;19.79;16.00
21.01.2024 23:00:00;SRVDB1797;23.25;16.00
22.01.2024 00:00:00;SRVDB1797;23.00;16.00
22.01.2024 01:00:00;SRVDB1797;6.79;16.00
22.01.2024 02:00:00;SRVDB1797;0.86;16.00
22.01.2024 03:00:00;SRVDB1797;0.79;16.00
22.01.2024 04:00:00;SRVDB1797;0.80;16.00
22.01.2024 05:00:00;SRVDB1797;1.75;16.00
22.01.2024 06:00:00;SRVDB1797;1.28;16.00
22.01.2024 07:00:00;SRVDB1797;1.74;16.00
22.01.2024 08:00:00;SRVDB1797;2.39;16.00
22.01.2024 09:00:00;SRVDB1797;3.40;16.00
22.01.2024 10:00:00;SRVDB1797;12.07;16.00
22.01.2024 11:00:00;SRVDB1797;10.82;16.00
22.01.2024 12:00:00;SRVDB1797;5.15;16.00
22.01.2024 13:00:00;SRVDB1797;10.12;16.00
22.01.2024 14:00:00;SRVDB1797;6.10;16.00
22.01.2024 15:00:00;SRVDB1797;5.86;16.00
22.01.2024 16:00:00;SRVDB1797;7.67;16.00
22.01.2024 17:00:00;SRVDB1797;5.37;16.00
22.01.2024 18:00:00;SRVDB1797;10.01;16.00
22.01.2024 19:00:00;SRVDB1797;7.13;16.00
22.01.2024 20:00:00;SRVDB1797;3.66;16.00
22.01.2024 21:00:00;SRVDB1797;3.40;16.00
22.01.2024 22:00:00;SRVDB1797;5.97;16.00
22.01.2024 23:00:00;SRVDB1797;2.57;16.00
23.01.2024 00:00:00;SRVDB1797;1.94;16.00
23.01.2024 01:00:00;SRVDB1797;1.48;16.00
23.01.2024 02:00:00;SRVDB1797;0.95;16.00
23.01.2024 03:00:00;SRVDB1797;0.80;16.00
23.01.2024 04:00:00;SRVDB1797;0.84;16.00
23.01.2024 05:00:00;SRVDB1797;1.21;16.00
23.01.2024 06:00:00;SRVDB1797;1.36;16.00
23.01.2024 07:00:00;SRVDB1797;2.11;16.00
23.01.2024 08:00:00;SRVDB1797;2.12;16.00
23.01.2024 09:00:00;SRVDB1797;3.46;16.00
23.01.2024 10:00:00;SRVDB1797;6.19;16.00
23.01.2024 11:00:00;SRVDB1797;4.33;16.00
23.01.2024 12:00:00;SRVDB1797;6.02;16.00
23.01.2024 13:00:00;SRVDB1797;8.27;16.00
23.01.2024 14:00:00;SRVDB1797;7.91;16.00
23.01.2024 15:00:00;SRVDB1797;7.65;16.00
23.01.2024 16:00:00;SRVDB1797;5.62;16.00
23.01.2024 17:00:00;SRVDB1797;6.53;16.00
23.01.2024 18:00:00;SRVDB1797;8.68;16.00
23.01.2024 19:00:00;SRVDB1797;6.82;16.00
23.01.2024 20:00:00;SRVDB1797;3.96;16.00
23.01.2024 21:00:00;SRVDB1797;3.69;16.00
23.01.2024 22:00:00;SRVDB1797;5.64;16.00
23.01.2024 23:00:00;SRVDB1797;2.64;16.00
24.01.2024 00:00:00;SRVDB1797;1.78;16.00
24.01.2024 01:00:00;SRVDB1797;2.13;16.00
24.01.2024 02:00:00;SRVDB1797;1.45;16.00
24.01.2024 03:00:00;SRVDB1797;0.94;16.00
24.01.2024 04:00:00;SRVDB1797;1.00;16.00
24.01.2024 05:00:00;SRVDB1797;1.22;16.00
24.01.2024 06:00:00;SRVDB1797;1.28;16.00
24.01.2024 07:00:00;SRVDB1797;1.97;16.00
24.01.2024 08:00:00;SRVDB1797;2.10;16.00
24.01.2024 09:00:00;SRVDB1797;3.85;16.00
24.01.2024 10:00:00;SRVDB1797;8.91;16.00
24.01.2024 11:00:00;SRVDB1797;8.07;16.00
24.01.2024 12:00:00;SRVDB1797;6.16;16.00
24.01.2024 13:00:00;SRVDB1797;8.12;16.00
24.01.2024 14:00:00;SRVDB1797;6.39;16.00
24.01.2024 15:00:00;SRVDB1797;7.26;16.00
24.01.2024 16:00:00;SRVDB1797;7.39;16.00
24.01.2024 17:00:00;SRVDB1797;7.25;16.00
24.01.2024 18:00:00;SRVDB1797;6.79;16.00
24.01.2024 19:00:00;SRVDB1797;4.97;16.00
24.01.2024 20:00:00;SRVDB1797;4.48;16.00
24.01.2024 21:00:00;SRVDB1797;4.23;16.00
24.01.2024 22:00:00;SRVDB1797;6.24;16.00
24.01.2024 23:00:00;SRVDB1797;2.59;16.00
25.01.2024 00:00:00;SRVDB1797;1.92;16.00
25.01.2024 01:00:00;SRVDB1797;1.83;16.00
25.01.2024 02:00:00;SRVDB1797;1.12;16.00
25.01.2024 03:00:00;SRVDB1797;1.06;16.00
25.01.2024 04:00:00;SRVDB1797;1.07;16.00
25.01.2024 05:00:00;SRVDB1797;1.28;16.00
25.01.2024 06:00:00;SRVDB1797;1.51;16.00
25.01.2024 07:00:00;SRVDB1797;2.32;16.00
25.01.2024 08:00:00;SRVDB1797;2.42;16.00
25.01.2024 09:00:00;SRVDB1797;3.02;16.00
25.01.2024 10:00:00;SRVDB1797;5.28;16.00
25.01.2024 11:00:00;SRVDB1797;5.42;16.00
25.01.2024 12:00:00;SRVDB1797;6.84;16.00
25.01.2024 13:00:00;SRVDB1797;6.53;16.00
25.01.2024 14:00:00;SRVDB1797;6.82;16.00
25.01.2024 15:00:00;SRVDB1797;7.66;16.00
25.01.2024 16:00:00;SRVDB1797;7.75;16.00
25.01.2024 17:00:00;SRVDB1797;5.65;16.00
25.01.2024 18:00:00;SRVDB1797;8.38;16.00
25.01.2024 19:00:00;SRVDB1797;5.73;16.00
25.01.2024 20:00:00;SRVDB1797;5.36;16.00
25.01.2024 21:00:00;SRVDB1797;10.20;16.00
25.01.2024 22:00:00;SRVDB1797;7.54;16.00
25.01.2024 23:00:00;SRVDB1797;2.52;16.00
26.01.2024 00:00:00;SRVDB1797;1.82;16.00
26.01.2024 01:00:00;SRVDB1797;1.49;16.00
26.01.2024 02:00:00;SRVDB1797;1.02;16.00
26.01.2024 03:00:00;SRVDB1797;0.87;16.00
26.01.2024 04:00:00;SRVDB1797;0.98;16.00
26.01.2024 05:00:00;SRVDB1797;1.36;16.00
26.01.2024 06:00:00;SRVDB1797;1.44;16.00
26.01.2024 07:00:00;SRVDB1797;2.68;16.00
26.01.2024 08:00:00;SRVDB1797;2.80;16.00
26.01.2024 09:00:00;SRVDB1797;3.89;16.00
26.01.2024 10:00:00;SRVDB1797;6.35;16.00
26.01.2024 11:00:00;SRVDB1797;4.51;16.00
26.01.2024 12:00:00;SRVDB1797;6.14;16.00
26.01.2024 13:00:00;SRVDB1797;6.90;16.00
26.01.2024 14:00:00;SRVDB1797;6.32;16.00
26.01.2024 15:00:00;SRVDB1797;7.56;16.00
26.01.2024 16:00:00;SRVDB1797;7.68;16.00
26.01.2024 17:00:00;SRVDB1797;11.58;16.00
26.01.2024 18:00:00;SRVDB1797;5.06;16.00
26.01.2024 19:00:00;SRVDB1797;4.88;16.00
26.01.2024 20:00:00;SRVDB1797;4.33;16.00
26.01.2024 21:00:00;SRVDB1797;3.85;16.00
26.01.2024 22:00:00;SRVDB1797;6.58;16.00
26.01.2024 23:00:00;SRVDB1797;2.96;16.00
27.01.2024 00:00:00;SRVDB1797;2.20;16.00
27.01.2024 01:00:00;SRVDB1797;1.67;16.00
27.01.2024 02:00:00;SRVDB1797;1.30;16.00
27.01.2024 03:00:00;SRVDB1797;1.03;16.00
27.01.2024 04:00:00;SRVDB1797;1.09;16.00
27.01.2024 05:00:00;SRVDB1797;1.14;16.00
27.01.2024 06:00:00;SRVDB1797;1.12;16.00
27.01.2024 07:00:00;SRVDB1797;1.74;16.00
27.01.2024 08:00:00;SRVDB1797;2.10;16.00
27.01.2024 09:00:00;SRVDB1797;3.00;16.00
27.01.2024 10:00:00;SRVDB1797;4.15;16.00
27.01.2024 11:00:00;SRVDB1797;4.29;16.00
27.01.2024 12:00:00;SRVDB1797;4.38;16.00
27.01.2024 13:00:00;SRVDB1797;5.32;16.00
27.01.2024 14:00:00;SRVDB1797;4.47;16.00
27.01.2024 15:00:00;SRVDB1797;4.45;16.00
27.01.2024 16:00:00;SRVDB1797;4.58;16.00
27.01.2024 17:00:00;SRVDB1797;3.95;16.00
27.01.2024 18:00:00;SRVDB1797;4.16;16.00
27.01.2024 19:00:00;SRVDB1797;4.32;16.00
27.01.2024 20:00:00;SRVDB1797;3.63;16.00
27.01.2024 21:00:00;SRVDB1797;3.94;16.00
27.01.2024 22:00:00;SRVDB1797;5.91;16.00
27.01.2024 23:00:00;SRVDB1797;2.56;16.00
28.01.2024 00:00:00;SRVDB1797;1.79;16.00
28.01.2024 01:00:00;SRVDB1797;2.12;16.00
28.01.2024 02:00:00;SRVDB1797;1.08;16.00
28.01.2024 03:00:00;SRVDB1797;0.93;16.00
28.01.2024 04:00:00;SRVDB1797;0.93;16.00
28.01.2024 05:00:00;SRVDB1797;0.98;16.00
28.01.2024 06:00:00;SRVDB1797;0.98;16.00
28.01.2024 07:00:00;SRVDB1797;1.40;16.00
28.01.2024 08:00:00;SRVDB1797;4.54;16.00
28.01.2024 09:00:00;SRVDB1797;2.32;16.00
28.01.2024 10:00:00;SRVDB1797;3.23;16.00
28.01.2024 11:00:00;SRVDB1797;3.78;16.00
28.01.2024 12:00:00;SRVDB1797;4.36;16.00
28.01.2024 13:00:00;SRVDB1797;4.05;16.00
28.01.2024 14:00:00;SRVDB1797;3.96;16.00
28.01.2024 15:00:00;SRVDB1797;3.95;16.00
28.01.2024 16:00:00;SRVDB1797;3.88;16.00
28.01.2024 17:00:00;SRVDB1797;4.51;16.00
28.01.2024 18:00:00;SRVDB1797;3.90;16.00
28.01.2024 19:00:00;SRVDB1797;3.49;16.00
28.01.2024 20:00:00;SRVDB1797;3.38;16.00
28.01.2024 21:00:00;SRVDB1797;2.98;16.00
28.01.2024 22:00:00;SRVDB1797;18.56;16.00
28.01.2024 23:00:00;SRVDB1797;21.75;16.00
29.01.2024 00:00:00;SRVDB1797;21.56;16.00
29.01.2024 01:00:00;SRVDB1797;7.28;16.00
29.01.2024 02:00:00;SRVDB1797;0.35;16.00
29.01.2024 03:00:00;SRVDB1797;1.31;16.00
29.01.2024 04:00:00;SRVDB1797;1.29;16.00
29.01.2024 05:00:00;SRVDB1797;3.25;16.00
29.01.2024 06:00:00;SRVDB1797;1.45;16.00
29.01.2024 07:00:00;SRVDB1797;2.19;16.00
29.01.2024 08:00:00;SRVDB1797;2.91;16.00
29.01.2024 09:00:00;SRVDB1797;3.84;16.00
29.01.2024 10:00:00;SRVDB1797;5.64;16.00
29.01.2024 11:00:00;SRVDB1797;6.33;16.00
29.01.2024 12:00:00;SRVDB1797;5.97;16.00
29.01.2024 13:00:00;SRVDB1797;6.64;16.00
29.01.2024 14:00:00;SRVDB1797;6.17;16.00
29.01.2024 15:00:00;SRVDB1797;6.65;16.00
29.01.2024 16:00:00;SRVDB1797;6.13;16.00
29.01.2024 17:00:00;SRVDB1797;6.44;16.00
29.01.2024 18:00:00;SRVDB1797;5.91;16.00
29.01.2024 19:00:00;SRVDB1797;5.83;16.00
29.01.2024 20:00:00;SRVDB1797;4.74;16.00
29.01.2024 21:00:00;SRVDB1797;3.86;16.00
29.01.2024 22:00:00;SRVDB1797;6.03;16.00
29.01.2024 23:00:00;SRVDB1797;2.48;16.00
30.01.2024 00:00:00;SRVDB1797;1.86;16.00
30.01.2024 01:00:00;SRVDB1797;1.37;16.00
30.01.2024 02:00:00;SRVDB1797;1.09;16.00
30.01.2024 03:00:00;SRVDB1797;0.88;16.00
30.01.2024 04:00:00;SRVDB1797;0.96;16.00
30.01.2024 05:00:00;SRVDB1797;1.21;16.00
30.01.2024 06:00:00;SRVDB1797;1.86;16.00
30.01.2024 07:00:00;SRVDB1797;2.22;16.00
30.01.2024 08:00:00;SRVDB1797;2.63;16.00
30.01.2024 09:00:00;SRVDB1797;3.69;16.00
30.01.2024 10:00:00;SRVDB1797;5.12;16.00
30.01.2024 11:00:00;SRVDB1797;7.19;16.00
30.01.2024 12:00:00;SRVDB1797;6.68;16.00
30.01.2024 13:00:00;SRVDB1797;6.34;16.00
30.01.2024 14:00:00;SRVDB1797;5.44;16.00
30.01.2024 15:00:00;SRVDB1797;8.71;16.00
30.01.2024 16:00:00;SRVDB1797;9.32;16.00
30.01.2024 17:00:00;SRVDB1797;5.79;16.00
30.01.2024 18:00:00;SRVDB1797;8.30;16.00
30.01.2024 19:00:00;SRVDB1797;9.27;16.00
30.01.2024 20:00:00;SRVDB1797;3.65;16.00
30.01.2024 21:00:00;SRVDB1797;3.93;16.00
30.01.2024 22:00:00;SRVDB1797;7.37;16.00
30.01.2024 23:00:00;SRVDB1797;2.80;16.00
31.01.2024 00:00:00;SRVDB1797;2.08;16.00
31.01.2024 01:00:00;SRVDB1797;1.67;16.00
31.01.2024 02:00:00;SRVDB1797;3.81;16.00
31.01.2024 03:00:00;SRVDB1797;1.02;16.00
31.01.2024 04:00:00;SRVDB1797;1.12;16.00
31.01.2024 05:00:00;SRVDB1797;1.93;16.00
31.01.2024 06:00:00;SRVDB1797;1.83;16.00
31.01.2024 07:00:00;SRVDB1797;2.78;16.00
31.01.2024 08:00:00;SRVDB1797;3.35;16.00
31.01.2024 09:00:00;SRVDB1797;4.34;16.00
31.01.2024 10:00:00;SRVDB1797;8.44;16.00
31.01.2024 11:00:00;SRVDB1797;6.40;16.00
31.01.2024 12:00:00;SRVDB1797;6.03;16.00
31.01.2024 13:00:00;SRVDB1797;6.55;16.00
31.01.2024 14:00:00;SRVDB1797;6.06;16.00
31.01.2024 15:00:00;SRVDB1797;8.07;16.00
31.01.2024 16:00:00;SRVDB1797;7.04;16.00
31.01.2024 17:00:00;SRVDB1797;7.20;16.00
31.01.2024 18:00:00;SRVDB1797;7.21;16.00
31.01.2024 19:00:00;SRVDB1797;8.32;16.00
31.01.2024 20:00:00;SRVDB1797;6.00;16.00
31.01.2024 21:00:00;SRVDB1797;4.61;16.00
31.01.2024 22:00:00;SRVDB1797;6.96;16.00
31.01.2024 23:00:00;SRVDB1797;3.01;16.00
01.02.2024 00:00:00;SRVDB1797;2.63;16.00
01.02.2024 01:00:00;SRVDB1797;1.10;16.00
01.02.2024 02:00:00;SRVDB1797;0.81;16.00
01.02.2024 03:00:00;SRVDB1797;0.83;16.00
01.02.2024 04:00:00;SRVDB1797;0.75;16.00
01.02.2024 05:00:00;SRVDB1797;1.12;16.00
01.02.2024 06:00:00;SRVDB1797;1.28;16.00
01.02.2024 07:00:00;SRVDB1797;1.96;16.00
01.02.2024 08:00:00;SRVDB1797;2.04;16.00
01.02.2024 09:00:00;SRVDB1797;2.51;16.00
01.02.2024 10:00:00;SRVDB1797;5.76;16.00
01.02.2024 11:00:00;SRVDB1797;4.77;16.00
01.02.2024 12:00:00;SRVDB1797;5.25;16.00
01.02.2024 13:00:00;SRVDB1797;6.25;16.00
01.02.2024 14:00:00;SRVDB1797;6.13;16.00
01.02.2024 15:00:00;SRVDB1797;5.72;16.00
01.02.2024 16:00:00;SRVDB1797;4.09;16.00
01.02.2024 17:00:00;SRVDB1797;4.70;16.00
01.02.2024 18:00:00;SRVDB1797;6.23;16.00
01.02.2024 19:00:00;SRVDB1797;3.95;16.00
01.02.2024 20:00:00;SRVDB1797;2.97;16.00
01.02.2024 21:00:00;SRVDB1797;3.47;16.00
01.02.2024 22:00:00;SRVDB1797;6.25;16.00
01.02.2024 23:00:00;SRVDB1797;2.02;16.00
02.02.2024 00:00:00;SRVDB1797;1.84;16.00
02.02.2024 01:00:00;SRVDB1797;0.99;16.00
02.02.2024 02:00:00;SRVDB1797;0.82;16.00
02.02.2024 03:00:00;SRVDB1797;0.69;16.00
02.02.2024 04:00:00;SRVDB1797;0.83;16.00
02.02.2024 05:00:00;SRVDB1797;1.01;16.00
02.02.2024 06:00:00;SRVDB1797;1.10;16.00
02.02.2024 07:00:00;SRVDB1797;1.88;16.00
02.02.2024 08:00:00;SRVDB1797;2.15;16.00
02.02.2024 09:00:00;SRVDB1797;3.39;16.00
02.02.2024 10:00:00;SRVDB1797;4.27;16.00
02.02.2024 11:00:00;SRVDB1797;4.14;16.00
02.02.2024 12:00:00;SRVDB1797;4.75;16.00
02.02.2024 13:00:00;SRVDB1797;4.98;16.00
02.02.2024 14:00:00;SRVDB1797;4.44;16.00
02.02.2024 15:00:00;SRVDB1797;4.93;16.00
02.02.2024 16:00:00;SRVDB1797;6.77;16.00
02.02.2024 17:00:00;SRVDB1797;4.50;16.00
02.02.2024 18:00:00;SRVDB1797;5.16;16.00
02.02.2024 19:00:00;SRVDB1797;3.64;16.00
02.02.2024 20:00:00;SRVDB1797;3.35;16.00
02.02.2024 21:00:00;SRVDB1797;3.00;16.00
02.02.2024 22:00:00;SRVDB1797;6.45;16.00
02.02.2024 23:00:00;SRVDB1797;2.04;16.00
03.02.2024 00:00:00;SRVDB1797;1.61;16.00
03.02.2024 01:00:00;SRVDB1797;1.24;16.00
03.02.2024 02:00:00;SRVDB1797;0.92;16.00
03.02.2024 03:00:00;SRVDB1797;0.81;16.00
03.02.2024 04:00:00;SRVDB1797;0.81;16.00
03.02.2024 05:00:00;SRVDB1797;0.98;16.00
03.02.2024 06:00:00;SRVDB1797;0.98;16.00
03.02.2024 07:00:00;SRVDB1797;1.71;16.00
03.02.2024 08:00:00;SRVDB1797;1.62;16.00
03.02.2024 09:00:00;SRVDB1797;2.09;16.00
03.02.2024 10:00:00;SRVDB1797;3.54;16.00
03.02.2024 11:00:00;SRVDB1797;3.57;16.00
03.02.2024 12:00:00;SRVDB1797;3.36;16.00
03.02.2024 13:00:00;SRVDB1797;3.31;16.00
03.02.2024 14:00:00;SRVDB1797;3.19;16.00
03.02.2024 15:00:00;SRVDB1797;3.62;16.00
03.02.2024 16:00:00;SRVDB1797;3.25;16.00
03.02.2024 17:00:00;SRVDB1797;2.99;16.00
03.02.2024 18:00:00;SRVDB1797;2.93;16.00
03.02.2024 19:00:00;SRVDB1797;2.96;16.00
03.02.2024 20:00:00;SRVDB1797;4.07;16.00
03.02.2024 21:00:00;SRVDB1797;5.86;16.00
03.02.2024 22:00:00;SRVDB1797;5.53;16.00
03.02.2024 23:00:00;SRVDB1797;1.71;16.00
04.02.2024 00:00:00;SRVDB1797;1.45;16.00
04.02.2024 01:00:00;SRVDB1797;1.95;16.00
04.02.2024 02:00:00;SRVDB1797;0.93;16.00
04.02.2024 03:00:00;SRVDB1797;1.53;16.00
04.02.2024 04:00:00;SRVDB1797;0.73;16.00
04.02.2024 05:00:00;SRVDB1797;0.82;16.00
04.02.2024 06:00:00;SRVDB1797;0.91;16.00
04.02.2024 07:00:00;SRVDB1797;1.28;16.00
04.02.2024 08:00:00;SRVDB1797;4.30;16.00
04.02.2024 09:00:00;SRVDB1797;3.00;16.00
04.02.2024 10:00:00;SRVDB1797;2.27;16.00
04.02.2024 11:00:00;SRVDB1797;2.74;16.00
04.02.2024 12:00:00;SRVDB1797;2.96;16.00
04.02.2024 13:00:00;SRVDB1797;3.11;16.00
04.02.2024 14:00:00;SRVDB1797;2.94;16.00
04.02.2024 15:00:00;SRVDB1797;3.24;16.00
04.02.2024 16:00:00;SRVDB1797;2.90;16.00
04.02.2024 17:00:00;SRVDB1797;3.07;16.00
04.02.2024 18:00:00;SRVDB1797;4.60;16.00
04.02.2024 19:00:00;SRVDB1797;2.70;16.00
04.02.2024 20:00:00;SRVDB1797;2.48;16.00
04.02.2024 21:00:00;SRVDB1797;2.69;16.00
04.02.2024 22:00:00;SRVDB1797;18.55;16.00
04.02.2024 23:00:00;SRVDB1797;23.85;16.00
05.02.2024 00:00:00;SRVDB1797;22.64;16.00
05.02.2024 01:00:00;SRVDB1797;9.80;16.00
05.02.2024 02:00:00;SRVDB1797;0.61;16.00
05.02.2024 03:00:00;SRVDB1797;1.00;16.00
05.02.2024 04:00:00;SRVDB1797;0.85;16.00
05.02.2024 05:00:00;SRVDB1797;1.80;16.00
05.02.2024 06:00:00;SRVDB1797;1.05;16.00
05.02.2024 07:00:00;SRVDB1797;1.80;16.00
05.02.2024 08:00:00;SRVDB1797;1.99;16.00
05.02.2024 09:00:00;SRVDB1797;4.98;16.00
05.02.2024 10:00:00;SRVDB1797;6.80;16.00
05.02.2024 11:00:00;SRVDB1797;6.26;16.00
05.02.2024 12:00:00;SRVDB1797;4.69;16.00
05.02.2024 13:00:00;SRVDB1797;5.83;16.00
05.02.2024 14:00:00;SRVDB1797;5.19;16.00
05.02.2024 15:00:00;SRVDB1797;6.43;16.00
05.02.2024 16:00:00;SRVDB1797;5.58;16.00
05.02.2024 17:00:00;SRVDB1797;6.96;16.00
05.02.2024 18:00:00;SRVDB1797;5.45;16.00
05.02.2024 19:00:00;SRVDB1797;4.26;16.00
05.02.2024 20:00:00;SRVDB1797;3.43;16.00
05.02.2024 21:00:00;SRVDB1797;3.20;16.00
05.02.2024 22:00:00;SRVDB1797;5.63;16.00
05.02.2024 23:00:00;SRVDB1797;2.49;16.00
06.02.2024 00:00:00;SRVDB1797;1.55;16.00
06.02.2024 01:00:00;SRVDB1797;1.19;16.00
06.02.2024 02:00:00;SRVDB1797;0.90;16.00
06.02.2024 03:00:00;SRVDB1797;0.75;16.00
06.02.2024 04:00:00;SRVDB1797;0.82;16.00
06.02.2024 05:00:00;SRVDB1797;1.19;16.00
06.02.2024 06:00:00;SRVDB1797;1.08;16.00
06.02.2024 07:00:00;SRVDB1797;1.73;16.00
06.02.2024 08:00:00;SRVDB1797;1.77;16.00
06.02.2024 09:00:00;SRVDB1797;2.31;16.00
06.02.2024 10:00:00;SRVDB1797;3.30;16.00
06.02.2024 11:00:00;SRVDB1797;4.11;16.00
06.02.2024 12:00:00;SRVDB1797;4.61;16.00
06.02.2024 13:00:00;SRVDB1797;6.99;16.00
06.02.2024 14:00:00;SRVDB1797;4.93;16.00
06.02.2024 15:00:00;SRVDB1797;4.95;16.00
06.02.2024 16:00:00;SRVDB1797;4.21;16.00
06.02.2024 17:00:00;SRVDB1797;5.62;16.00
06.02.2024 18:00:00;SRVDB1797;3.92;16.00
06.02.2024 19:00:00;SRVDB1797;4.42;16.00
06.02.2024 20:00:00;SRVDB1797;3.48;16.00
06.02.2024 21:00:00;SRVDB1797;3.28;16.00
06.02.2024 22:00:00;SRVDB1797;5.47;16.00
06.02.2024 23:00:00;SRVDB1797;2.10;16.00
07.02.2024 00:00:00;SRVDB1797;1.80;16.00
07.02.2024 01:00:00;SRVDB1797;1.22;16.00
07.02.2024 02:00:00;SRVDB1797;1.11;16.00
07.02.2024 03:00:00;SRVDB1797;0.68;16.00
07.02.2024 04:00:00;SRVDB1797;0.72;16.00
07.02.2024 05:00:00;SRVDB1797;0.98;16.00
07.02.2024 06:00:00;SRVDB1797;1.05;16.00
07.02.2024 07:00:00;SRVDB1797;1.79;16.00
07.02.2024 08:00:00;SRVDB1797;2.30;16.00
07.02.2024 09:00:00;SRVDB1797;2.58;16.00
07.02.2024 10:00:00;SRVDB1797;3.44;16.00
07.02.2024 11:00:00;SRVDB1797;5.43;16.00
07.02.2024 12:00:00;SRVDB1797;5.44;16.00
07.02.2024 13:00:00;SRVDB1797;4.99;16.00
07.02.2024 14:00:00;SRVDB1797;4.85;16.00
07.02.2024 15:00:00;SRVDB1797;4.88;16.00
07.02.2024 16:00:00;SRVDB1797;9.04;16.00
07.02.2024 17:00:00;SRVDB1797;5.28;16.00
07.02.2024 18:00:00;SRVDB1797;8.42;16.00
07.02.2024 19:00:00;SRVDB1797;5.85;16.00
07.02.2024 20:00:00;SRVDB1797;4.92;16.00
07.02.2024 21:00:00;SRVDB1797;4.21;16.00
07.02.2024 22:00:00;SRVDB1797;6.49;16.00
07.02.2024 23:00:00;SRVDB1797;3.08;16.00
08.02.2024 00:00:00;SRVDB1797;2.64;16.00
08.02.2024 01:00:00;SRVDB1797;1.71;16.00
08.02.2024 02:00:00;SRVDB1797;1.45;16.00
08.02.2024 03:00:00;SRVDB1797;1.59;16.00
08.02.2024 04:00:00;SRVDB1797;1.37;16.00
08.02.2024 05:00:00;SRVDB1797;1.67;16.00
08.02.2024 06:00:00;SRVDB1797;1.73;16.00
08.02.2024 07:00:00;SRVDB1797;2.40;16.00
08.02.2024 08:00:00;SRVDB1797;2.70;16.00
08.02.2024 09:00:00;SRVDB1797;4.05;16.00
08.02.2024 10:00:00;SRVDB1797;7.05;16.00
08.02.2024 11:00:00;SRVDB1797;5.62;16.00
08.02.2024 12:00:00;SRVDB1797;7.34;16.00
08.02.2024 13:00:00;SRVDB1797;9.83;16.00
08.02.2024 14:00:00;SRVDB1797;6.48;16.00
08.02.2024 15:00:00;SRVDB1797;7.98;16.00
08.02.2024 16:00:00;SRVDB1797;5.63;16.00
08.02.2024 17:00:00;SRVDB1797;6.77;16.00
08.02.2024 18:00:00;SRVDB1797;4.99;16.00
08.02.2024 19:00:00;SRVDB1797;4.77;16.00
08.02.2024 20:00:00;SRVDB1797;6.57;16.00
08.02.2024 21:00:00;SRVDB1797;4.21;16.00
08.02.2024 22:00:00;SRVDB1797;7.66;16.00
08.02.2024 23:00:00;SRVDB1797;3.66;16.00
09.02.2024 00:00:00;SRVDB1797;2.40;16.00
09.02.2024 01:00:00;SRVDB1797;1.87;16.00
09.02.2024 02:00:00;SRVDB1797;1.51;16.00
09.02.2024 03:00:00;SRVDB1797;1.41;16.00
09.02.2024 04:00:00;SRVDB1797;1.42;16.00
09.02.2024 05:00:00;SRVDB1797;1.71;16.00
09.02.2024 06:00:00;SRVDB1797;1.84;16.00
09.02.2024 07:00:00;SRVDB1797;2.47;16.00
09.02.2024 08:00:00;SRVDB1797;2.87;16.00
09.02.2024 09:00:00;SRVDB1797;3.72;16.00
09.02.2024 10:00:00;SRVDB1797;5.42;16.00
09.02.2024 11:00:00;SRVDB1797;5.90;16.00
09.02.2024 12:00:00;SRVDB1797;17.89;16.00
09.02.2024 13:00:00;SRVDB1797;24.23;16.00
09.02.2024 14:00:00;SRVDB1797;23.93;16.00
09.02.2024 15:00:00;SRVDB1797;20.66;16.00
09.02.2024 16:00:00;SRVDB1797;19.83;16.00
09.02.2024 17:00:00;SRVDB1797;20.51;16.00
09.02.2024 18:00:00;SRVDB1797;20.15;16.00
09.02.2024 19:00:00;SRVDB1797;20.31;16.00
09.02.2024 20:00:00;SRVDB1797;19.99;16.00
09.02.2024 21:00:00;SRVDB1797;19.51;16.00
09.02.2024 22:00:00;SRVDB1797;21.04;16.00
09.02.2024 23:00:00;SRVDB1797;17.48;16.00
10.02.2024 00:00:00;SRVDB1797;16.70;16.00
10.02.2024 01:00:00;SRVDB1797;15.55;16.00
